1332517562.0,537.0,1.0,80.0,2034.0,2.0,7.4,81.0,1.0,1.0,11.0,3.5,2.0,1
1332517586.0,517.0,2.0,82.0,2622.0,2.0,7.4,81.0,1.0,1.0,11.0,3.5,2.0,1
1332517646.0,580.0,2.0,106.0,1994.0,2.0,7.4,81.0,1.0,1.0,11.0,3.5,2.0,1
1332517689.0,542.0,2.0,87.0,2787.0,2.0,7.4,81.0,1.0,1.0,11.0,3.5,2.0,1
1332517703.0,1675.0,2.0,79.0,41265.0,6.0,7.4,81.0,1.0,1.0,11.0,3.5,2.0,1
1332517823.0,1721.0,2.0,87.0,39679.0,6.0,7.4,81.0,1.0,1.0,11.0,3.5,2.0,1
1332517844.0,949.0,2.0,88.0,6286.0,2.0,7.4,81.0,1.0,1.0,11.0,3.5,2.0,1
1332517875.0,530.0,2.0,81.0,2913.0,2.0,7.4,81.0,1.0,1.0,11.0,3.5,2.0,1
1332517918.0,556.0,2.0,95.0,2518.0,2.0,7.4,81.0,1.0,1.0,11.0,3.5,2.0,1
1332517952.0,559.0,2.0,95.0,2292.0,2.0,7.4,81.0,1.0,1.0,11.0,3.5,2.0,1
1332517966.0,1660.0,2.0,84.0,16840.0,4.0,7.4,81.0,1.0,1.0,11.0,3.5,2.0,1
1332517974.0,517.0,2.0,100.0,2145.0,2.0,7.4,81.0,1.0,1.0,11.0,3.5,2.0,1
1332517975.0,562.0,1.0,81.0,1943.0,2.0,7.4,81.0,1.0,1.0,11.0,3.5,2.0,1
1332517978.0,581.0,2.0,89.0,2022.0,2.0,7.4,81.0,1.0,1.0,11.0,3.5,2.0,1
1332517979.0,1018.0,1.0,81.0,2673.0,3.0,7.4,81.0,1.0,1.0,11.0,3.5,2.0,1
1332517986.0,1663.0,2.0,83.0,33580.0,5.0,7.4,81.0,1.0,1.0,11.0,3.5,2.0,1
1332518776.0,519.0,2.0,81.0,2461.0,2.0,7.4,79.0,1.0,1.0,17.0,4.7,2.0,1
1332518788.0,522.0,2.0,81.0,2738.0,2.0,7.4,79.0,1.0,1.0,17.0,4.7,2.0,1
1332518792.0,524.0,2.0,84.0,2411.0,2.0,7.4,79.0,1.0,1.0,17.0,4.7,2.0,1
1332518964.0,495.0,2.0,91.0,1769.0,2.0,7.4,79.0,1.0,1.0,17.0,4.7,2.0,1
1332518971.0,560.0,2.0,94.0,2904.0,2.0,7.4,79.0,1.0,1.0,17.0,4.7,2.0,1
1332518997.0,526.0,2.0,89.0,1752.0,2.0,7.4,79.0,1.0,1.0,17.0,4.7,2.0,1
1332519004.0,515.0,2.0,84.0,2074.0,2.0,7.4,79.0,1.0,1.0,17.0,4.7,2.0,1
1332519076.0,564.0,2.0,84.0,2621.0,2.0,7.4,79.0,1.0,1.0,17.0,4.7,2.0,1
1332519078.0,577.0,2.0,81.0,1791.0,2.0,7.4,79.0,1.0,1.0,17.0,4.7,2.0,1
1332519080.0,915.0,2.0,80.0,2569.0,4.0,7.4,79.0,1.0,1.0,17.0,4.7,2.0,1
1332519117.0,560.0,2.0,86.0,2112.0,2.0,7.4,79.0,1.0,1.0,17.0,4.7,2.0,1
1332519180.0,549.0,2.0,82.0,3028.0,2.0,7.4,79.0,1.0,1.0,17.0,4.7,2.0,1
1332519244.0,1712.0,2.0,88.0,36899.0,6.0,7.4,79.0,1.0,1.0,17.0,4.7,2.0,1
1332519285.0,517.0,2.0,90.0,3073.0,2.0,7.4,79.0,1.0,1.0,17.0,4.7,2.0,1
1332519290.0,541.0,2.0,88.0,2349.0,2.0,7.4,79.0,1.0,1.0,17.0,4.7,2.0,1
1332519294.0,583.0,2.0,85.0,2183.0,2.0,7.4,79.0,1.0,1.0,17.0,4.7,2.0,1
1332526521.0,577.0,2.0,80.0,2514.0,2.0,6.5,82.0,1.0,1.0,281.0,3.2,2.0,1
1332526524.0,548.0,2.0,81.0,2689.0,2.0,6.5,82.0,1.0,1.0,281.0,3.2,2.0,1
1332526548.0,548.0,1.0,84.0,2089.0,2.0,6.5,82.0,1.0,1.0,281.0,3.2,2.0,1
1332526572.0,566.0,2.0,83.0,2456.0,2.0,6.5,82.0,1.0,1.0,281.0,3.2,2.0,1
1332526573.0,527.0,1.0,81.0,1813.0,2.0,6.5,82.0,1.0,1.0,281.0,3.2,2.0,1
1332526587.0,561.0,2.0,81.0,3124.0,2.0,6.5,82.0,1.0,1.0,281.0,3.2,2.0,1
1332526591.0,528.0,2.0,79.0,2529.0,2.0,6.5,82.0,1.0,1.0,281.0,3.2,2.0,1
1332526598.0,526.0,2.0,80.0,2780.0,2.0,6.5,82.0,1.0,1.0,281.0,3.2,2.0,1
1332526667.0,566.0,2.0,82.0,2620.0,2.0,6.5,82.0,1.0,1.0,281.0,3.2,2.0,1
1332526695.0,510.0,2.0,83.0,2378.0,2.0,6.5,82.0,1.0,1.0,281.0,3.2,2.0,1
1332526698.0,1662.0,2.0,83.0,39377.0,6.0,6.5,82.0,1.0,1.0,281.0,3.2,2.0,1
1332526705.0,561.0,2.0,85.0,2843.0,2.0,6.5,82.0,1.0,1.0,281.0,3.2,2.0,1
1332526765.0,581.0,2.0,84.0,2908.0,2.0,6.5,82.0,1.0,1.0,281.0,3.2,2.0,1
1332526848.0,528.0,2.0,82.0,2767.0,2.0,6.5,82.0,1.0,1.0,281.0,3.2,2.0,1
1332526886.0,506.0,2.0,90.0,1928.0,2.0,6.5,82.0,1.0,1.0,281.0,3.2,2.0,1
1332526920.0,551.0,2.0,89.0,3105.0,2.0,6.5,82.0,1.0,1.0,281.0,3.2,2.0,1
1332526922.0,535.0,2.0,92.0,2508.0,2.0,6.5,82.0,1.0,1.0,281.0,3.2,2.0,1
1332527054.0,545.0,2.0,84.0,1859.0,2.0,6.5,82.0,1.0,1.0,281.0,3.2,2.0,1
1332527057.0,532.0,2.0,82.0,1969.0,2.0,6.5,82.0,1.0,1.0,281.0,3.2,2.0,1
1332527069.0,576.0,2.0,80.0,2724.0,2.0,6.5,82.0,1.0,1.0,281.0,3.2,2.0,1
1332527073.0,1120.0,2.0,81.0,4364.0,4.0,6.5,82.0,1.0,1.0,281.0,3.2,2.0,1
1332527079.0,561.0,2.0,79.0,2241.0,2.0,6.5,82.0,1.0,1.0,281.0,3.2,2.0,1
1332527130.0,1687.0,2.0,79.0,50469.0,6.0,6.5,82.0,1.0,1.0,281.0,3.2,2.0,1
1332582390.0,536.0,2.0,86.0,2465.0,2.0,5.4,84.0,1.0,1.0,180.0,4.8,2.0,1
1332582482.0,532.0,2.0,91.0,2039.0,2.0,5.4,84.0,1.0,1.0,180.0,4.8,2.0,1
1332582711.0,557.0,2.0,79.0,2741.0,2.0,5.4,84.0,1.0,1.0,180.0,4.8,2.0,1
1332582757.0,1002.0,2.0,85.0,7988.0,2.0,5.4,84.0,1.0,1.0,180.0,4.8,2.0,1
1332582847.0,571.0,2.0,83.0,2077.0,2.0,5.4,84.0,1.0,1.0,180.0,4.8,2.0,1
1332582876.0,565.0,1.0,88.0,1799.0,2.0,5.4,84.0,1.0,1.0,180.0,4.8,2.0,1
1332582878.0,564.0,2.0,90.0,2159.0,2.0,5.4,84.0,1.0,1.0,180.0,4.8,2.0,1
1332582959.0,580.0,1.0,92.0,1792.0,2.0,5.8,82.0,1.0,1.0,203.0,4.0,2.0,1
1332582997.0,532.0,2.0,92.0,2694.0,2.0,5.8,82.0,1.0,1.0,203.0,4.0,2.0,1
1332583085.0,2020.0,2.0,81.0,34405.0,6.0,5.8,82.0,1.0,1.0,203.0,4.0,2.0,1
1332583190.0,840.0,2.0,87.0,2289.0,3.0,5.8,82.0,1.0,1.0,203.0,4.0,2.0,1
1332583209.0,566.0,2.0,86.0,2237.0,2.0,5.8,82.0,1.0,1.0,203.0,4.0,2.0,1
1332583242.0,592.0,2.0,85.0,2416.0,2.0,5.8,82.0,1.0,1.0,203.0,4.0,2.0,1
1332583260.0,509.0,2.0,81.0,2556.0,2.0,5.8,82.0,1.0,1.0,203.0,4.0,2.0,1
1332583319.0,570.0,2.0,90.0,1855.0,2.0,5.8,82.0,1.0,1.0,203.0,4.0,2.0,1
1332583445.0,529.0,1.0,86.0,2135.0,2.0,5.8,82.0,1.0,1.0,203.0,4.0,2.0,1
1332583489.0,1992.0,1.0,90.0,12174.0,4.0,5.8,82.0,1.0,1.0,203.0,4.0,2.0,1
1332583762.0,547.0,2.0,86.0,2330.0,2.0,6.0,81.0,1.0,1.0,191.0,3.2,2.0,1
